dataset,model,n_budget,instance_idx,M,method,allocation,explor_share_realized,mse,mse_std,mse_norm,mse_norm_std,mse_ci_lower,mse_ci_upper,mse_ratio_b2,spearman_mean,spearman_std,spearman_ci_lower,spearman_ci_upper,kendall_mean,kendall_std,top3_mean,top3_std,top5_mean,top5_std,variance,n_exploration,n_estimation,time_mean,time_std,n_coal_final,mse_per_run,spearman_per_run,kendall_per_run,top3_per_run,top5_per_run
california,ridge,5000,5,8,abc_shap,A1,0.2496,5.393913368673097e-16,2.5121295697684495e-16,6.742391710841372e-17,3.140161962210562e-17,4.54224941798358e-16,6.317867838951249e-16,,1.0,0.0,1.0,1.0,0.9999999999999998,0.0,1.0,0.0,1.0,0.0,2.7059574716893884e-17,1248.0,3752.0,0.5562213966642351,0.02616651183264753,1248.0,"[6.360256350251549e-16, 4.607072718552523e-16, 3.819450123942656e-16, 1.1081590128816776e-15, 5.020256325176713e-16, 1.0388847833436439e-15, 4.865905609278473e-16, 7.431092005885833e-16, 3.5716400340551193e-16, 6.00428298843705e-16, 2.1795598824190751e-16, 3.750503148346258e-16, 5.630092433531813e-17, 6.276183982004791e-16, 4.336591033789694e-16, 7.075518321903677e-16, 6.398843442943808e-16, 2.0736451666097132e-16, 3.664935744666985e-16, 2.0981626236566893e-16, 8.861620502002125e-16, 6.294100241382055e-16, 8.617314643033839e-16, 8.595076524753181e-16, 5.227864565996567e-16, 1.6912709347410007e-16, 5.529861042239819e-16, 3.2938366899562794e-16, 5.753990192241299e-16, 6.38511901631975e-16]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.9999999999999998, 0.9999999999999998, 0.9999999999999998, 0.9999999999999998, 0.9999999999999998, 0.9999999999999998, 0.9999999999999998, 0.9999999999999998, 0.9999999999999998, 0.9999999999999998, 0.9999999999999998, 0.9999999999999998, 0.9999999999999998, 0.9999999999999998, 0.9999999999999998, 0.9999999999999998, 0.9999999999999998, 0.9999999999999998, 0.9999999999999998, 0.9999999999999998, 0.9999999999999998, 0.9999999999999998, 0.9999999999999998, 0.9999999999999998, 0.9999999999999998, 0.9999999999999998, 0.9999999999999998, 0.9999999999999998, 0.9999999999999998, 0.9999999999999998]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
california,ridge,5000,5,8,abc_shap,A3,0.7488,9.606734170039286e-16,4.910566522145848e-16,1.2008417712549108e-16,6.13820815268231e-17,7.852648451222272e-16,1.1564784983976968e-15,,1.0,0.0,1.0,1.0,0.9999999999999998,0.0,1.0,0.0,1.0,0.0,7.35284078744857e-17,3744.0,1256.0,0.5853248266716643,0.03898571073028951,3744.0,"[1.4847577324828546e-15, 5.263543212694543e-16, 5.468617602219327e-16, 1.2262137470754023e-15, 2.226109384033676e-16, 6.905373217277674e-16, 9.767298744458312e-16, 9.766978009112604e-16, 8.117901177718197e-16, 1.2488488544501872e-15, 5.61575650932068e-16, 1.1189772615773702e-15, 7.650763706492152e-16, 3.9400936705287993e-16, 6.673336169425931e-16, 6.112112502790624e-16, 2.8665923722831507e-16, 1.1037380216845328e-15, 1.492537413714983e-15, 6.516094816826386e-16, 1.7972948933147817e-15, 1.2787969480162804e-15, 2.0037116307610473e-15, 9.000995599746898e-16, 5.772622694606606e-16, 6.879370974357586e-16, 1.3990764589758608e-15, 2.225151441099234e-15, 1.1393240742285039e-15, 4.474179963475034e-16]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.9999999999999998, 0.9999999999999998, 0.9999999999999998, 0.9999999999999998, 0.9999999999999998, 0.9999999999999998, 0.9999999999999998, 0.9999999999999998, 0.9999999999999998, 0.9999999999999998, 0.9999999999999998, 0.9999999999999998, 0.9999999999999998, 0.9999999999999998, 0.9999999999999998, 0.9999999999999998, 0.9999999999999998, 0.9999999999999998, 0.9999999999999998, 0.9999999999999998, 0.9999999999999998, 0.9999999999999998, 0.9999999999999998, 0.9999999999999998, 0.9999999999999998, 0.9999999999999998, 0.9999999999999998, 0.9999999999999998, 0.9999999999999998, 0.9999999999999998]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
california,ridge,5000,6,8,abc_shap,A1,0.2496,1.2536522275160445e-16,8.021690802369419e-17,1.5670652843950556e-17,1.0027113502961774e-17,9.585215094175308e-17,1.5471306085955871e-16,,1.0,0.0,1.0,1.0,0.9999999999999998,0.0,1.0,0.0,1.0,0.0,7.629773711587736e-18,1248.0,3752.0,0.5517752733411423,0.007015159432453376,1248.0,"[9.805181096923352e-17, 1.5701966307867863e-16, 7.685007928427909e-17, 3.407206964413061e-17, 2.1763145469556246e-16, 1.067939393880008e-17, 3.944891258138963e-17, 1.4521197357566848e-16, 2.2948635583499524e-16, 4.815729063159947e-17, 7.44972188477975e-17, 3.046685675481648e-16, 1.5410859201534039e-16, 1.2205224106338548e-16, 5.1604767605938616e-17, 1.6354841111337082e-16, 1.2715500632303904e-16, 6.229857690508383e-17, 8.816186022585666e-17, 2.128079169023237e-16, 1.6087500959707896e-16, 1.1265358358986066e-16, 2.349319256042577e-16, 1.642054948318657e-16, 2.0476178305233728e-16, 2.968912144990036e-16, 3.5026323404833974e-17, 4.0005576825439515e-17, 3.1188821277535933e-17, 6.290478708128274e-17]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.9999999999999998, 0.9999999999999998, 0.9999999999999998, 0.9999999999999998, 0.9999999999999998, 0.9999999999999998, 0.9999999999999998, 0.9999999999999998, 0.9999999999999998, 0.9999999999999998, 0.9999999999999998, 0.9999999999999998, 0.9999999999999998, 0.9999999999999998, 0.9999999999999998, 0.9999999999999998, 0.9999999999999998, 0.9999999999999998, 0.9999999999999998, 0.9999999999999998, 0.9999999999999998, 0.9999999999999998, 0.9999999999999998, 0.9999999999999998, 0.9999999999999998, 0.9999999999999998, 0.9999999999999998, 0.9999999999999998, 0.9999999999999998, 0.9999999999999998]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
california,ridge,5000,6,8,abc_shap,A3,0.7488,1.9125184034730727e-16,9.195531684712272e-17,2.390648004341341e-17,1.149441460589034e-17,1.5708624502467038e-16,2.2448534283838364e-16,,1.0,0.0,1.0,1.0,0.9999999999999998,0.0,1.0,0.0,1.0,0.0,1.5026880252192362e-17,3744.0,1256.0,0.5850488133224038,0.034665002020530404,3744.0,"[2.959065548057143e-16, 2.251959699568272e-16, 2.2405696016247807e-16, 9.929717132706328e-17, 2.4218983126872655e-16, 1.16824901985344e-16, 3.115575643165994e-16, 6.257194742981653e-17, 1.4289156024005215e-16, 1.0948792074819298e-16, 2.406792021787409e-16, 1.5448270137980507e-16, 2.2502924916519965e-16, 6.34262295985222e-17, 2.275217318320264e-16, 1.02806861208873e-16, 3.545180250508184e-16, 3.2477252490696553e-16, 2.37677016875649e-16, 3.125790346973024e-16, 1.0176789368778765e-16, 1.0684188771287437e-16, 3.995562397506715e-17, 2.2371179010115634e-16, 9.304724121053807e-17, 1.80831696087488e-16, 1.3103512752430428e-16, 3.6893198288118543e-16, 1.4806991472528459e-16, 2.6988909337881575e-16]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.9999999999999998, 0.9999999999999998, 0.9999999999999998, 0.9999999999999998, 0.9999999999999998, 0.9999999999999998, 0.9999999999999998, 0.9999999999999998, 0.9999999999999998, 0.9999999999999998, 0.9999999999999998, 0.9999999999999998, 0.9999999999999998, 0.9999999999999998, 0.9999999999999998, 0.9999999999999998, 0.9999999999999998, 0.9999999999999998, 0.9999999999999998, 0.9999999999999998, 0.9999999999999998, 0.9999999999999998, 0.9999999999999998, 0.9999999999999998, 0.9999999999999998, 0.9999999999999998, 0.9999999999999998, 0.9999999999999998, 0.9999999999999998, 0.9999999999999998]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
california,ridge,5000,7,8,abc_shap,A1,0.2496,3.128664868155417e-17,2.373492713957409e-17,3.910831085194271e-18,2.9668658924467612e-18,2.355273016520682e-17,3.9823549177511644e-17,,1.0,0.0,1.0,1.0,0.9999999999999998,0.0,1.0,0.0,1.0,0.0,2.2224557409637697e-18,1248.0,3752.0,0.6206280033317549,0.07250322399506903,1248.0,"[2.157282247306654e-17, 1.832758830812808e-17, 1.859044525219564e-17, 4.04888351362856e-17, 2.1498313055141797e-17, 3.3110985500241683e-17, 4.3172149319067483e-17, 4.9310251204796456e-17, 5.302021289449246e-18, 9.370038488041706e-18, 1.2569121234773136e-16, 1.9838421792331962e-17, 3.466142034023777e-17, 2.7525077295448644e-17, 2.2574511484939538e-17, 4.300791025855115e-17, 1.785601063336409e-17, 3.484304650952811e-18, 2.9251706016353817e-17, 3.720461997514442e-17, 1.3323648028335947e-17, 7.510429359380435e-17, 1.6046083458639278e-17, 5.4480317094146753e-17, 1.3692366586743465e-17, 2.93894586771158e-17, 1.2730830562158549e-17, 5.300669293005105e-17, 3.350486990976161e-17, 1.5482254784398458e-17]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.9999999999999998, 0.9999999999999998, 0.9999999999999998, 0.9999999999999998, 0.9999999999999998, 0.9999999999999998, 0.9999999999999998, 0.9999999999999998, 0.9999999999999998, 0.9999999999999998, 0.9999999999999998, 0.9999999999999998, 0.9999999999999998, 0.9999999999999998, 0.9999999999999998, 0.9999999999999998, 0.9999999999999998, 0.9999999999999998, 0.9999999999999998, 0.9999999999999998, 0.9999999999999998, 0.9999999999999998, 0.9999999999999998, 0.9999999999999998, 0.9999999999999998, 0.9999999999999998, 0.9999999999999998, 0.9999999999999998, 0.9999999999999998, 0.9999999999999998]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
california,ridge,5000,7,8,abc_shap,A3,0.7488,7.38819569240774e-17,5.5215999400932045e-17,9.235244615509675e-18,6.901999925116506e-18,5.5160604488676084e-17,9.408852730156246e-17,,1.0,0.0,1.0,1.0,0.9999999999999998,0.0,1.0,0.0,1.0,0.0,7.579294601616117e-18,3744.0,1256.0,0.6652983000036329,0.016169045294007214,3744.0,"[5.2505487155051754e-17, 4.764014768671554e-17, 7.727192720008183e-18, 8.259266218033329e-17, 2.1145604702350354e-16, 1.1364791538562592e-17, 9.812855361057095e-17, 9.430692412477376e-17, 1.1766048182279327e-16, 2.1068532877654754e-17, 2.99607559703909e-17, 6.191902194675474e-18, 1.4322877275922047e-16, 5.490367749963832e-17, 2.4485771382281514e-17, 3.6947573435631707e-17, 3.5861355842603837e-17, 7.121202294385398e-17, 1.0536068229788998e-16, 7.033563906822974e-17, 4.457275363086522e-17, 5.4229041005371536e-17, 8.243961262302432e-17, 8.280291307946984e-17, 1.7536977546136273e-16, 1.998991092835037e-16, 1.5107576288168565e-16, 7.062176781541458e-18, 5.2601826131327554e-17, 4.346676270978615e-17]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.9999999999999998, 0.9999999999999998, 0.9999999999999998, 0.9999999999999998, 0.9999999999999998, 0.9999999999999998, 0.9999999999999998, 0.9999999999999998, 0.9999999999999998, 0.9999999999999998, 0.9999999999999998, 0.9999999999999998, 0.9999999999999998, 0.9999999999999998, 0.9999999999999998, 0.9999999999999998, 0.9999999999999998, 0.9999999999999998, 0.9999999999999998, 0.9999999999999998, 0.9999999999999998, 0.9999999999999998, 0.9999999999999998, 0.9999999999999998, 0.9999999999999998, 0.9999999999999998, 0.9999999999999998, 0.9999999999999998, 0.9999999999999998, 0.9999999999999998]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
california,ridge,5000,8,8,abc_shap,A1,0.2496,6.66756230238795e-15,3.2096753075568983e-15,8.3344528779849375e-16,4.012094134446123e-16,5.538051426541053e-15,7.746668495090521e-15,,1.0,0.0,1.0,1.0,0.9999999999999998,0.0,1.0,0.0,1.0,0.0,3.4680861036918406e-16,1248.0,3752.0,0.6346081266645343,0.014656075104034504,1248.0,"[7.380393637063946e-15, 6.299037465997775e-15, 9.178040296516122e-15, 8.01435742431154e-15, 4.164284302913602e-15, 1.4444808591984462e-14, 2.9644277715525894e-15, 4.537171559155808e-15, 2.7053132111357006e-15, 4.2743131705128085e-15, 9.051494263440791e-15, 1.0806516797849086e-14, 1.1098718826617748e-14, 8.878804682219976e-15, 4.233302868630126e-15, 2.5745053882197087e-15, 8.138954916119017e-15, 5.019282948286993e-15, 2.8207272508534924e-15, 1.0880530463225173e-15, 9.646817158105307e-15, 4.654410160404531e-15, 7.894466485316891e-15, 7.868421711999542e-15, 5.3284143960519036e-15, 6.36963820554021e-15, 2.9675125983986347e-15, 6.08600589525333e-15, 1.2719347887565352e-14, 8.819326153298991e-15]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.9999999999999998, 0.9999999999999998, 0.9999999999999998, 0.9999999999999998, 0.9999999999999998, 0.9999999999999998, 0.9999999999999998, 0.9999999999999998, 0.9999999999999998, 0.9999999999999998, 0.9999999999999998, 0.9999999999999998, 0.9999999999999998, 0.9999999999999998, 0.9999999999999998, 0.9999999999999998, 0.9999999999999998, 0.9999999999999998, 0.9999999999999998, 0.9999999999999998, 0.9999999999999998, 0.9999999999999998, 0.9999999999999998, 0.9999999999999998, 0.9999999999999998, 0.9999999999999998, 0.9999999999999998, 0.9999999999999998, 0.9999999999999998, 0.9999999999999998]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
california,ridge,5000,8,8,abc_shap,A3,0.7488,1.0450681587849719e-14,4.691190658201215e-15,1.3063351984812149e-15,5.863988322751519e-16,8.910714953830798e-15,1.2167405189009185e-14,,1.0,0.0,1.0,1.0,0.9999999999999998,0.0,1.0,0.0,1.0,0.0,7.770934147472094e-16,3744.0,1256.0,0.6878825466594815,0.049577421820115306,3744.0,"[8.087608188955454e-15, 1.0793671552451927e-14, 9.809015379824387e-15, 1.850009978389516e-14, 6.436787383438753e-15, 6.961906312331036e-15, 1.7672072416447066e-14, 1.6733804567956923e-14, 9.580329858476346e-15, 1.1451055708349006e-14, 7.218504636400853e-15, 5.016186100876805e-15, 9.119789958459096e-15, 1.7514128634974174e-14, 3.692902593243318e-15, 9.202326388026111e-15, 4.252488271762844e-15, 2.1808315770056504e-14, 3.2223749877316536e-15, 1.2529198457024603e-14, 3.5230403025338655e-15, 1.167366521489407e-14, 9.637067150210484e-15, 1.2938389130905894e-14, 1.133825853121362e-14, 8.631678925597412e-15, 9.684926826409434e-15, 1.66183239920833e-14, 8.323614488741455e-15, 1.1548916122220015e-14]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.9999999999999998, 0.9999999999999998, 0.9999999999999998, 0.9999999999999998, 0.9999999999999998, 0.9999999999999998, 0.9999999999999998, 0.9999999999999998, 0.9999999999999998, 0.9999999999999998, 0.9999999999999998, 0.9999999999999998, 0.9999999999999998, 0.9999999999999998, 0.9999999999999998, 0.9999999999999998, 0.9999999999999998, 0.9999999999999998, 0.9999999999999998, 0.9999999999999998, 0.9999999999999998, 0.9999999999999998, 0.9999999999999998, 0.9999999999999998, 0.9999999999999998, 0.9999999999999998, 0.9999999999999998, 0.9999999999999998, 0.9999999999999998, 0.9999999999999998]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
california,ridge,5000,9,8,abc_shap,A1,0.2496,4.566509528229822e-16,2.985342093881701e-16,5.708136910287277e-17,3.7316776173521263e-17,3.5707437680140303e-16,5.737510085130224e-16,,1.0,0.0,1.0,1.0,0.9999999999999998,0.0,1.0,0.0,1.0,0.0,2.920259394448552e-17,1248.0,3752.0,0.6691815400069269,0.04137812518218328,1248.0,"[2.15270067365001e-16, 1.4353363290618487e-16, 3.8851418437708453e-16, 4.507355664769261e-16, 2.610087762704601e-16, 9.918502364451431e-17, 3.464699981689335e-16, 1.223851398805304e-15, 4.2122160228837305e-16, 3.446422037592906e-16, 3.6385275000599483e-16, 6.863610562916895e-16, 3.833258011460411e-16, 8.945450853895713e-16, 2.275982247715451e-16, 3.141736024838384e-16, 2.0397180567211707e-16, 1.8645057425531175e-16, 9.122187676778853e-16, 5.559344419135766e-16, 2.162276547863764e-16, 5.104102423373723e-16, 3.6793316991314244e-16, 4.8875217925983085e-16, 9.543573392108318e-17, 1.2660082937207713e-15, 7.449062688907538e-16, 6.605951334480794e-16, 2.0620571617435905e-16, 5.201896285680564e-16]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.9999999999999998, 0.9999999999999998, 0.9999999999999998, 0.9999999999999998, 0.9999999999999998, 0.9999999999999998, 0.9999999999999998, 0.9999999999999998, 0.9999999999999998, 0.9999999999999998, 0.9999999999999998, 0.9999999999999998, 0.9999999999999998, 0.9999999999999998, 0.9999999999999998, 0.9999999999999998, 0.9999999999999998, 0.9999999999999998, 0.9999999999999998, 0.9999999999999998, 0.9999999999999998, 0.9999999999999998, 0.9999999999999998, 0.9999999999999998, 0.9999999999999998, 0.9999999999999998, 0.9999999999999998, 0.9999999999999998, 0.9999999999999998, 0.9999999999999998]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
california,ridge,5000,9,8,abc_shap,A3,0.7488,8.51073570361001e-16,4.930569768695984e-16,1.0638419629512512e-16,6.16321221086998e-17,6.829544134182141e-16,1.0406422996839303e-15,,1.0,0.0,1.0,1.0,0.9999999999999998,0.0,1.0,0.0,1.0,0.0,7.927559504816912e-17,3744.0,1256.0,0.6828778000044016,0.0193419834574273,3744.0,"[6.570329470841553e-16, 6.748212132860581e-16, 7.955204472528176e-16, 2.70697593795064e-16, 1.3824098087066219e-15, 6.6835778755352025e-16, 1.3145104609908677e-15, 1.5980201924761376e-15, 7.213068674838238e-16, 1.5410958392300681e-15, 4.531133758140113e-16, 4.226798288461852e-16, 6.176253784731599e-16, 3.5164875012318125e-16, 2.464300505200072e-15, 1.471675027717197e-15, 4.172076620702604e-16, 1.0236311141791126e-15, 6.922559975200722e-16, 4.227279989667253e-16, 1.1451332317017837e-15, 7.092559799303658e-16, 3.852640436806304e-16, 3.998654228923346e-16, 5.424364871979976e-16, 6.15434638236898e-16, 1.2678225453974026e-15, 1.3440620610500693e-15, 5.451887295442812e-16, 6.171051744291515e-16]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.9999999999999998, 0.9999999999999998, 0.9999999999999998, 0.9999999999999998, 0.9999999999999998, 0.9999999999999998, 0.9999999999999998, 0.9999999999999998, 0.9999999999999998, 0.9999999999999998, 0.9999999999999998, 0.9999999999999998, 0.9999999999999998, 0.9999999999999998, 0.9999999999999998, 0.9999999999999998, 0.9999999999999998, 0.9999999999999998, 0.9999999999999998, 0.9999999999999998, 0.9999999999999998, 0.9999999999999998, 0.9999999999999998, 0.9999999999999998, 0.9999999999999998, 0.9999999999999998, 0.9999999999999998, 0.9999999999999998, 0.9999999999999998, 0.9999999999999998]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
